itemid,categoryid,parentid,available
65433,1464,745.0,0.0
446607,1026,351.0,0.0
110239,227,602.0,0.0
70562,1255,587.0,0.0
125398,579,1371.0,1.0
317578,1477,206.0,0.0
26515,65,293.0,1.0
343052,1598,229.0,1.0
299346,1595,1673.0,1.0
322517,64,206.0,0.0
378258,126,871.0,1.0
466263,959,1095.0,1.0
176866,1483,561.0,0.0
297788,959,1095.0,0.0
440866,691,1079.0,1.0
455141,707,561.0,0.0
358295,1589,1426.0,1.0
246680,64,206.0,0.0
234127,256,1257.0,0.0
265275,1051,955.0,0.0
432924,1078,1249.0,0.0
91152,782,1562.0,1.0
394774,1483,561.0,0.0
313722,209,293.0,1.0
363836,1421,105.0,0.0
311774,589,1308.0,0.0
374128,858,1426.0,0.0
296217,1483,561.0,1.0
161509,926,852.0,0.0
90100,575,1257.0,1.0
37543,1219,121.0,1.0
394518,618,105.0,1.0
281269,1483,561.0,0.0
236180,342,500.0,1.0
306867,163,945.0,1.0
249434,56,1497.0,1.0
223186,1625,1141.0,0.0
37115,858,1426.0,1.0
284000,818,852.0,1.0
95155,1584,1562.0,0.0
164889,1073,580.0,0.0
124362,1680,587.0,0.0
218856,578,1278.0,1.0
253382,1415,14.0,0.0
225257,1279,1606.0,1.0
387373,959,1095.0,0.0
275434,1464,745.0,1.0
98419,217,908.0,0.0
45520,1261,25.0,0.0
36995,84,1308.0,1.0
442791,209,293.0,0.0
146327,575,1257.0,1.0
364796,333,1497.0,1.0
72422,434,968.0,1.0
16122,707,561.0,0.0
428849,806,1497.0,1.0
28144,1384,1458.0,1.0
253826,1503,580.0,0.0
346458,1578,1249.0,0.0
88985,558,92.0,1.0
151737,256,1257.0,0.0
188669,959,1095.0,1.0
388897,914,226.0,1.0
20981,406,872.0,1.0
102176,333,1497.0,0.0
89929,646,1606.0,0.0
18798,1076,986.0,0.0
427784,1237,623.0,0.0
464760,1277,312.0,1.0
54915,1147,1027.0,1.0
332905,120,897.0,0.0
43646,1280,605.0,0.0
175668,1529,805.0,1.0
333093,610,1239.0,1.0
248973,352,859.0,1.0
168063,1205,580.0,1.0
123284,535,426.0,0.0
120822,1051,955.0,0.0
384302,5,1637.0,1.0
12385,996,1259.0,0.0
329741,1117,14.0,0.0
196926,1340,101.0,0.0
143574,589,1308.0,1.0
204897,1483,561.0,0.0
227318,34,1368.0,1.0
316415,799,920.0,1.0
11848,1578,1249.0,1.0
105779,1248,1368.0,0.0
391289,1173,805.0,1.0
100199,342,500.0,1.0
404810,508,362.0,0.0
418086,484,127.0,0.0
188381,66,1430.0,1.0
3858,5,1637.0,1.0
421284,1248,1368.0,0.0
390287,159,1028.0,1.0
465383,646,1606.0,1.0
276413,1404,593.0,1.0
321820,463,250.0,0.0
153099,862,1667.0,1.0
187026,35,20.0,1.0
271450,1219,121.0,0.0
319230,1135,1329.0,1.0
54460,1167,250.0,1.0
171882,1578,1249.0,1.0
138636,1483,561.0,0.0
152825,683,1606.0,0.0
93939,84,1308.0,0.0
354042,984,827.0,1.0
320722,64,206.0,0.0
323921,342,500.0,1.0
221246,120,897.0,1.0
47825,65,293.0,0.0
58253,48,500.0,0.0
360358,1404,593.0,0.0
391220,256,1257.0,0.0
231316,959,1095.0,0.0
256181,578,1278.0,1.0
329561,1301,1034.0,0.0
377087,1029,1181.0,0.0
56364,1634,143.0,0.0
132564,1244,500.0,0.0
208939,858,1426.0,1.0
61337,1483,561.0,0.0
88841,284,1009.0,0.0
52733,782,1562.0,1.0
393064,209,293.0,1.0
105942,1578,1249.0,0.0
389047,729,1175.0,0.0
78429,1483,561.0,0.0
118551,1650,1426.0,1.0
301602,959,1095.0,0.0
297166,270,143.0,1.0
436219,1393,1383.0,1.0
148200,160,605.0,0.0
172004,1625,1141.0,1.0
84475,84,1308.0,1.0
195842,683,1606.0,1.0
184756,833,901.0,0.0
354862,1511,409.0,0.0
146100,984,827.0,0.0
365889,914,226.0,1.0
460066,1477,206.0,0.0
295410,126,871.0,1.0
314118,646,1606.0,0.0
139978,48,500.0,1.0
272976,818,852.0,1.0
161604,739,1181.0,0.0
274207,242,1531.0,0.0
302634,1248,1368.0,0.0
329481,48,500.0,0.0
19402,58,766.0,0.0
395407,589,1308.0,1.0
16633,1167,250.0,0.0
220472,959,1095.0,0.0
116306,1338,1278.0,1.0
337293,1051,955.0,0.0
346429,818,852.0,1.0
147142,469,1383.0,0.0
419614,317,314.0,1.0
345694,1483,561.0,1.0
144635,367,125.0,1.0
321379,337,653.0,0.0
347812,1613,250.0,0.0
87497,1511,409.0,0.0
325046,227,602.0,1.0
27183,799,920.0,0.0
39802,1504,587.0,1.0
227240,1554,1678.0,0.0
351287,1388,1249.0,0.0
107358,1188,1497.0,0.0
335167,1221,1426.0,0.0
8827,1652,1368.0,1.0
344388,876,580.0,1.0
239524,56,1497.0,0.0
270395,1265,1136.0,0.0
273936,1293,1323.0,0.0
348942,619,145.0,1.0
357732,74,250.0,0.0
207333,209,293.0,1.0
198784,959,1095.0,1.0
265571,858,1426.0,1.0
8185,1,854.0,1.0
138269,707,561.0,0.0
225169,959,1095.0,1.0
256370,909,1229.0,0.0
89997,65,293.0,0.0
445324,619,145.0,1.0
227667,429,113.0,0.0
277100,1196,1181.0,0.0
91006,1282,25.0,0.0
242821,50,312.0,1.0
103221,5,1637.0,0.0
1261,390,1546.0,1.0
189022,5,1637.0,0.0
419560,34,1368.0,1.0
378287,1234,92.0,1.0
171031,579,1371.0,1.0
423682,387,1621.0,0.0
76221,237,1550.0,0.0
171988,1026,351.0,0.0
430403,1333,127.0,1.0
102791,1248,1368.0,0.0
350399,683,1606.0,1.0
27229,1233,1257.0,1.0
95356,643,346.0,0.0
120092,936,143.0,1.0
247716,1650,1426.0,0.0
340170,739,1181.0,1.0
386858,23,640.0,0.0
213423,1051,955.0,1.0
205605,1650,1426.0,0.0
74413,196,1667.0,0.0
34532,209,293.0,1.0
456820,1098,897.0,1.0
251130,1135,1329.0,1.0
132453,1117,14.0,1.0
259096,242,1531.0,1.0
167579,342,500.0,0.0
410143,1248,1368.0,1.0
68009,1378,322.0,0.0
241853,822,1546.0,0.0
262051,1279,1606.0,1.0
411694,1483,561.0,1.0
394840,48,500.0,0.0
286917,1179,580.0,0.0
194869,586,1519.0,1.0
25762,808,1272.0,1.0
229167,1529,805.0,1.0
213339,914,226.0,0.0
108458,1573,14.0,1.0
321741,1051,955.0,1.0
152929,1578,1249.0,0.0
444365,828,293.0,1.0
115218,175,1492.0,0.0
188574,1421,105.0,1.0
174451,683,1606.0,0.0
40790,568,384.0,0.0
408555,769,587.0,0.0
350528,1404,593.0,0.0
412207,618,105.0,1.0
408580,969,1141.0,1.0
414964,445,1308.0,0.0
55131,133,114.0,1.0
454517,1172,810.0,0.0
239118,884,127.0,1.0
85579,1415,14.0,0.0
245333,1393,1383.0,0.0
312891,1070,1423.0,1.0
192747,531,1058.0,1.0
293159,782,1562.0,0.0
309403,683,1606.0,1.0
265505,1248,1368.0,1.0
115643,1279,1606.0,1.0
460658,1613,250.0,0.0
306041,491,679.0,1.0
389172,1098,897.0,0.0
374726,1043,226.0,0.0
303237,411,561.0,0.0
274129,374,131.0,1.0
298422,390,1546.0,1.0
211917,1248,1368.0,0.0
78074,846,1012.0,0.0
166014,268,138.0,0.0
299908,1509,620.0,1.0
169260,333,1497.0,1.0
368205,35,20.0,0.0
338222,84,1308.0,1.0
278936,1247,593.0,1.0
27109,1263,1637.0,1.0
136418,589,1308.0,0.0
429498,1043,226.0,0.0
372969,497,149.0,0.0
29717,999,1621.0,0.0
275793,202,1008.0,0.0
326653,1375,805.0,0.0
12084,546,250.0,0.0
187089,1536,1175.0,0.0
94756,646,1606.0,1.0
201842,1078,1249.0,1.0
131006,437,92.0,1.0
238204,463,250.0,0.0
56749,792,805.0,0.0
121295,1493,594.0,1.0
55344,256,1257.0,0.0
411957,126,871.0,1.0
166285,1493,594.0,0.0
334813,618,105.0,1.0
66289,1248,1368.0,0.0
69689,126,871.0,1.0
206901,499,986.0,0.0
378643,1248,1368.0,0.0
8202,936,143.0,1.0
299044,437,92.0,1.0
105864,1207,580.0,1.0
459080,196,1667.0,1.0
236929,84,1308.0,1.0
397298,1007,485.0,0.0
222502,844,1458.0,1.0
42173,683,1606.0,0.0
117859,914,226.0,0.0
87892,959,1095.0,0.0
68479,1674,1420.0,0.0
144053,1014,1110.0,1.0
236381,342,500.0,0.0
135661,1384,1458.0,0.0
156557,1007,485.0,0.0
136943,1078,1249.0,0.0
337661,1279,1606.0,1.0
306433,1051,955.0,1.0
210239,1006,1546.0,1.0
333852,1051,955.0,0.0
312594,1114,113.0,1.0
465444,333,1497.0,0.0
351887,1135,1329.0,1.0
232811,449,1139.0,0.0
109375,535,426.0,1.0
59985,984,827.0,0.0
342517,173,788.0,1.0
192017,1584,1562.0,0.0
351143,1421,105.0,1.0
441050,589,1308.0,1.0
138780,248,1596.0,0.0
86464,387,1621.0,1.0
441836,707,561.0,1.0
258609,405,351.0,1.0
129974,633,568.0,0.0
295738,1421,105.0,1.0
445676,1349,121.0,1.0
423554,1434,1136.0,0.0
403721,1061,1259.0,0.0
66780,816,623.0,1.0
101157,1051,955.0,0.0
302132,405,351.0,0.0
122853,969,1141.0,0.0
104793,1265,1136.0,1.0
25783,1231,901.0,0.0
183640,175,1492.0,0.0
293808,23,640.0,1.0
309005,1421,105.0,1.0
78265,84,1308.0,1.0
243451,911,1531.0,1.0
418609,1375,805.0,1.0
405723,228,1482.0,1.0
68454,999,1621.0,1.0
70196,498,506.0,0.0
436360,1020,1329.0,1.0
92625,1060,25.0,1.0
355148,360,1174.0,0.0
390847,1120,250.0,0.0
362220,317,314.0,0.0
174724,936,143.0,1.0
413116,1221,1426.0,0.0
246610,1163,561.0,0.0
413150,1500,1515.0,1.0
127531,1364,933.0,1.0
173007,1584,1562.0,0.0
202293,683,1606.0,1.0
354677,371,1482.0,0.0
40484,1167,250.0,1.0
102891,1613,250.0,0.0
180092,1694,1621.0,1.0
397974,342,500.0,0.0
281164,1277,312.0,1.0
46253,239,1515.0,1.0
247,1240,1546.0,1.0
4188,1179,580.0,1.0
235114,969,1141.0,1.0
286252,34,1368.0,1.0
373627,1373,872.0,0.0
174341,126,871.0,1.0
147,646,1606.0,1.0
44489,1510,1009.0,0.0
240629,1293,1323.0,0.0
19789,434,968.0,1.0
72191,828,293.0,0.0
43199,1298,335.0,0.0
360208,1378,322.0,0.0
413571,1483,561.0,0.0
98656,1375,805.0,1.0
172760,1404,593.0,0.0
27997,1509,620.0,1.0
302433,438,312.0,1.0
262797,1228,121.0,0.0
3746,330,986.0,1.0
29890,167,1066.0,0.0
84888,16,585.0,0.0
276864,1286,854.0,1.0
274113,509,110.0,0.0
114372,543,250.0,0.0
14288,185,131.0,1.0
188932,1051,955.0,0.0
267060,196,1667.0,1.0
215326,1007,485.0,0.0
52062,686,594.0,0.0
116190,928,20.0,1.0
207098,589,1308.0,1.0
92362,646,1606.0,0.0
316612,858,1426.0,0.0
196520,1135,1329.0,0.0
53898,1672,1251.0,1.0
200454,1500,1515.0,0.0
161859,911,1531.0,0.0
454081,972,1249.0,1.0
431276,1151,781.0,1.0
147926,1247,593.0,0.0
39493,65,293.0,1.0
456648,65,293.0,0.0
85628,618,105.0,1.0
106741,342,500.0,1.0
143514,50,312.0,1.0
274710,936,143.0,1.0
449391,444,73.0,0.0
394065,1650,1426.0,0.0
174001,248,1596.0,0.0
139207,161,351.0,1.0
394104,242,1531.0,0.0
7867,437,92.0,1.0
395749,969,1141.0,1.0
115085,130,145.0,0.0
360831,1375,805.0,1.0
290869,1338,1278.0,0.0
275147,1625,1141.0,1.0
103003,1528,1426.0,1.0
285202,349,777.0,1.0
346754,473,1058.0,0.0
429846,624,871.0,1.0
347796,958,1041.0,0.0
116055,1051,955.0,0.0
89811,1051,955.0,0.0
262475,1117,14.0,0.0
258729,1279,1606.0,1.0
74557,754,1566.0,1.0
387816,1196,1181.0,0.0
425067,707,561.0,0.0
339736,626,955.0,0.0
59121,450,1492.0,0.0
95969,1070,1423.0,1.0
271801,342,500.0,1.0
114840,1593,1673.0,1.0
373375,50,312.0,1.0
313688,524,1145.0,0.0
100150,1051,955.0,1.0
212289,1114,113.0,1.0
297884,926,852.0,1.0
339531,656,1125.0,1.0
288054,1163,561.0,0.0
343104,333,1497.0,1.0
91441,1135,1329.0,1.0
101684,64,206.0,0.0
239006,858,1426.0,0.0
279583,1135,1329.0,0.0
420011,360,1174.0,0.0
187200,1595,1673.0,1.0
406501,342,500.0,1.0
132435,1558,323.0,0.0
106801,5,1637.0,1.0
263070,565,500.0,0.0
318610,959,1095.0,0.0
188181,1580,441.0,0.0
458096,1412,107.0,1.0
448972,324,1145.0,0.0
27628,390,1546.0,1.0
16,333,1497.0,0.0
78642,1384,1458.0,1.0
274850,1509,620.0,1.0
346329,914,226.0,0.0
463668,1262,1658.0,0.0
284648,1120,250.0,1.0
61590,315,131.0,0.0
301851,1279,1606.0,0.0
285400,1250,1423.0,0.0
227682,1378,322.0,0.0
454818,1051,955.0,1.0
3961,833,901.0,0.0
435844,65,293.0,0.0
15283,196,1667.0,0.0
293610,618,105.0,1.0
335868,1006,1546.0,0.0
222422,191,1383.0,1.0
107042,936,143.0,0.0
348477,1419,362.0,0.0
185982,405,351.0,0.0
236772,1221,1426.0,0.0
172769,1059,1696.0,0.0
289497,1542,745.0,0.0
218339,196,1667.0,0.0
431622,1258,1386.0,0.0
427196,1584,1562.0,0.0
339454,1303,252.0,1.0
300638,406,872.0,1.0
47861,921,143.0,1.0
99601,1635,866.0,1.0
142198,1167,250.0,0.0
162407,911,1531.0,0.0
400998,333,1497.0,1.0
79590,618,105.0,1.0
365784,368,901.0,0.0
296287,921,143.0,1.0
305740,1117,14.0,1.0
132683,421,1424.0,1.0
147294,1613,250.0,1.0
235673,1179,580.0,1.0
413973,1589,1426.0,1.0
309715,1650,1426.0,0.0
348039,1026,351.0,0.0
112550,1659,825.0,0.0
141153,1051,955.0,0.0
459655,48,500.0,0.0
47526,683,1606.0,1.0
260534,1584,1562.0,0.0
443755,1333,127.0,1.0
199657,463,250.0,0.0
328181,196,1667.0,0.0
78855,575,1257.0,0.0
34632,575,1257.0,0.0
422900,191,1383.0,0.0
241521,126,871.0,1.0
287237,1008,1424.0,0.0
351624,1511,409.0,1.0
270534,396,164.0,1.0
57788,1483,561.0,1.0
125906,277,1398.0,1.0
76060,1296,1534.0,1.0
118575,1167,250.0,0.0
120133,844,1458.0,1.0
126307,531,1058.0,1.0
119804,499,986.0,0.0
379934,1240,1546.0,1.0
150593,858,1426.0,0.0
230998,56,1497.0,0.0
245389,111,362.0,0.0
449701,928,20.0,1.0
50864,1051,955.0,1.0
304669,1613,250.0,0.0
110918,499,986.0,1.0
309821,56,1497.0,1.0
418472,618,105.0,1.0
140262,1672,1251.0,1.0
39044,1135,1329.0,1.0
342710,683,1606.0,0.0
101590,1483,561.0,0.0
132413,327,92.0,1.0
326332,771,1251.0,1.0
392583,793,1066.0,1.0
31802,1116,1497.0,1.0
343151,928,20.0,1.0
285822,1186,312.0,1.0
235700,417,1215.0,0.0
432208,531,1058.0,0.0
306716,936,143.0,1.0
383265,1483,561.0,0.0
171875,342,500.0,1.0
463851,792,805.0,1.0
394856,1325,1684.0,0.0
217745,834,1056.0,0.0
318392,782,1562.0,0.0
403612,1090,648.0,0.0
410122,1,854.0,1.0
427357,844,1458.0,0.0
263547,1051,955.0,1.0
355829,1578,1249.0,0.0
262363,1163,561.0,0.0
432691,565,500.0,0.0
274914,1613,250.0,1.0
383294,1320,879.0,0.0
301713,1402,250.0,0.0
440696,1171,938.0,0.0
155804,1388,1249.0,0.0
265133,987,1426.0,0.0
266690,1247,593.0,0.0
321667,1135,1329.0,1.0
209048,1213,955.0,1.0
399864,248,1596.0,0.0
443029,558,92.0,1.0
328005,142,9.0,0.0
114391,1694,1621.0,0.0
271415,499,986.0,0.0
250279,1613,250.0,1.0
404033,959,1095.0,1.0
349317,1483,561.0,1.0
464392,64,206.0,0.0
466679,1282,25.0,0.0
402460,1051,955.0,1.0
429542,1258,1386.0,0.0
374943,1565,1481.0,1.0
324290,1593,1673.0,1.0
356690,43,945.0,1.0
124364,1473,859.0,1.0
176946,1026,351.0,0.0
572,1135,1329.0,1.0
181609,498,506.0,1.0
406057,959,1095.0,0.0
13397,646,1606.0,0.0
19141,126,871.0,1.0
296353,1098,897.0,1.0
378223,959,1095.0,1.0
191909,998,653.0,0.0
43557,48,500.0,1.0
456241,48,500.0,0.0
335004,195,1079.0,0.0
61002,1625,1141.0,1.0
71637,1349,121.0,1.0
85004,819,798.0,1.0
200920,1578,1249.0,0.0
288924,730,1482.0,0.0
166691,683,1606.0,1.0
324883,1070,1423.0,1.0
209626,1613,250.0,1.0
364948,1231,901.0,1.0
110904,1477,206.0,0.0
61244,191,1383.0,1.0
160667,56,1497.0,0.0
244252,1205,580.0,1.0
337095,958,1041.0,1.0
315900,333,1497.0,0.0
106575,1219,121.0,0.0
325215,299,73.0,0.0
359896,959,1095.0,1.0
8811,1040,1516.0,0.0
201608,1192,955.0,0.0
9014,914,226.0,1.0
359026,1221,1426.0,1.0
329188,342,500.0,0.0
257898,5,1637.0,0.0
77998,1393,1383.0,0.0
145824,1421,105.0,1.0
139027,707,561.0,0.0
229544,1694,1621.0,1.0
300043,1528,1426.0,0.0
334521,1578,1249.0,0.0
278580,1018,1331.0,0.0
22393,996,1259.0,0.0
387562,969,1141.0,1.0
96985,1219,121.0,1.0
274226,342,500.0,1.0
110018,792,805.0,1.0
80299,1277,312.0,1.0
399386,860,1515.0,0.0
74509,1070,1423.0,1.0
7215,528,1079.0,1.0
346991,209,293.0,1.0
424467,610,1239.0,1.0
10572,1037,402.0,0.0
124256,1248,1368.0,0.0
269088,248,1596.0,0.0
190453,610,1239.0,1.0
305276,124,104.0,1.0
307285,1233,1257.0,0.0
206728,1172,810.0,0.0
404118,1493,594.0,0.0
293476,1167,250.0,0.0
193715,789,14.0,0.0
66216,1301,1034.0,0.0
50820,769,587.0,0.0
72493,1008,1424.0,0.0
64522,1489,1009.0,0.0
243626,1279,1606.0,1.0
442522,619,145.0,0.0
438603,1051,955.0,0.0
321344,646,1606.0,0.0
250521,342,500.0,0.0
329644,1421,105.0,1.0
188686,1186,312.0,0.0
181146,1607,593.0,1.0
168848,342,500.0,1.0
195742,1578,1249.0,1.0
328613,1680,587.0,1.0
174074,928,20.0,0.0
410501,1483,561.0,0.0
434609,1663,1398.0,1.0
296520,1261,25.0,0.0
26205,589,1308.0,1.0
415125,1219,121.0,1.0
286195,209,293.0,0.0
440892,390,1546.0,1.0
163266,562,986.0,0.0
71754,959,1095.0,0.0
425925,1240,1546.0,1.0
162609,239,1515.0,0.0
441751,324,1145.0,1.0
208855,624,871.0,1.0
305812,1248,1368.0,1.0
147879,1483,561.0,0.0
8485,56,1497.0,0.0
170511,1421,105.0,1.0
322717,1375,805.0,0.0
282816,1051,955.0,0.0
310944,1221,1426.0,1.0
72156,53,1202.0,1.0
380226,525,1566.0,1.0
57868,1219,121.0,1.0
133761,406,872.0,0.0
178999,484,127.0,0.0
374053,1672,1251.0,1.0
424984,50,312.0,1.0
227777,126,871.0,0.0
36080,1529,805.0,0.0
382419,1051,955.0,1.0
56664,1018,1331.0,0.0
266051,1573,14.0,0.0
248248,227,602.0,0.0
971,1337,116.0,0.0
233169,244,1495.0,0.0
464166,926,852.0,1.0
254662,479,520.0,0.0
444763,1051,955.0,1.0
131036,238,250.0,0.0
12057,1509,620.0,1.0
266468,1388,1249.0,1.0
393367,844,1458.0,0.0
109776,242,1531.0,1.0
8405,1680,587.0,0.0
88276,646,1606.0,0.0
11976,1493,594.0,1.0
415562,1349,121.0,0.0
274122,1233,1257.0,0.0
240900,48,500.0,1.0
17370,317,314.0,1.0
312827,238,250.0,0.0
54875,1265,1136.0,1.0
397621,209,293.0,1.0
241713,1258,1386.0,1.0
419635,707,561.0,1.0
77399,958,1041.0,1.0
301657,1008,1424.0,0.0
52836,1120,250.0,0.0
300594,1483,561.0,0.0
285995,589,1308.0,1.0
209709,1070,1423.0,1.0
258711,858,1426.0,1.0
75351,48,500.0,0.0
421249,844,1458.0,1.0
14735,1087,622.0,1.0
448921,4,1266.0,0.0
382435,707,561.0,0.0
288099,1261,25.0,1.0
194512,1589,1426.0,1.0
255689,5,1637.0,0.0
274474,1312,713.0,0.0
269034,646,1606.0,0.0
391748,1613,250.0,0.0
395615,1321,1618.0,1.0
251722,403,1687.0,0.0
415781,406,872.0,1.0
103900,1263,1637.0,0.0
280272,1073,580.0,0.0
52993,373,340.0,1.0
27848,1503,580.0,0.0
193545,683,1606.0,0.0
174504,84,1308.0,0.0
367934,444,73.0,0.0
41630,317,314.0,0.0
121511,921,143.0,1.0
138427,356,92.0,1.0
188493,267,1566.0,1.0
116490,333,1497.0,0.0
413110,491,679.0,1.0
352256,1483,561.0,0.0
53151,209,293.0,0.0
340563,1483,561.0,0.0
105870,586,1519.0,1.0
417068,1069,362.0,0.0
161769,1221,1426.0,0.0
368069,646,1606.0,0.0
185196,154,640.0,1.0
430312,1578,1249.0,0.0
435314,459,1330.0,0.0
231910,1196,1181.0,0.0
35099,928,20.0,1.0
100049,1659,825.0,0.0
354555,683,1606.0,1.0
251535,1244,500.0,0.0
381422,1286,854.0,0.0
144483,1277,312.0,0.0
68566,1477,206.0,0.0
395715,822,1546.0,1.0
36894,1248,1368.0,1.0
457945,209,293.0,0.0
97890,1355,312.0,1.0
188754,1493,594.0,0.0
124780,1172,810.0,1.0
59467,406,872.0,1.0
143420,437,92.0,0.0
333007,1561,250.0,0.0
358230,684,1041.0,1.0
202259,1018,1331.0,0.0
302959,34,1368.0,1.0
18724,1542,745.0,1.0
115940,1179,580.0,0.0
426392,833,901.0,1.0
346749,928,20.0,1.0
446160,256,1257.0,0.0
12581,1477,206.0,0.0
312632,1500,1515.0,0.0
274801,1,854.0,1.0
339263,199,351.0,0.0
319874,256,1257.0,0.0
371867,239,1515.0,0.0
271324,572,1066.0,1.0
387247,769,587.0,1.0
18856,1120,250.0,0.0
34025,160,605.0,0.0
274804,1542,745.0,0.0
386358,818,852.0,1.0
200763,342,500.0,0.0
155942,1465,1251.0,1.0
306816,936,143.0,1.0
115066,959,1095.0,0.0
67304,1205,580.0,1.0
179208,1279,1606.0,1.0
335938,1542,745.0,0.0
151187,1340,101.0,1.0
332078,35,20.0,0.0
312781,1417,1329.0,1.0
388318,302,1458.0,0.0
152590,1006,1546.0,1.0
181804,1305,1214.0,1.0
85674,1650,1426.0,1.0
223565,342,500.0,0.0
463570,1680,587.0,0.0
413313,686,594.0,1.0
200300,417,1215.0,1.0
430184,256,1257.0,0.0
261058,1248,1368.0,0.0
334920,610,1239.0,0.0
331311,5,1637.0,1.0
361305,1135,1329.0,0.0
255945,858,1426.0,0.0
120541,683,1606.0,1.0
256931,1262,1658.0,0.0
310121,1070,1423.0,0.0
432633,1051,955.0,0.0
275600,126,871.0,1.0
91264,589,1308.0,1.0
339699,1385,1202.0,1.0
433543,944,950.0,1.0
123615,895,1499.0,1.0
115426,5,1637.0,1.0
107237,881,1012.0,0.0
453857,828,293.0,1.0
204782,683,1606.0,1.0
273761,589,1308.0,1.0
152203,858,1426.0,0.0
214751,1221,1426.0,1.0
108433,196,1667.0,0.0
76201,1483,561.0,0.0
462188,1385,1202.0,1.0
243843,1051,955.0,0.0
271302,352,859.0,1.0
83489,844,1458.0,0.0
128548,1002,879.0,1.0
465485,1523,265.0,1.0
429607,1135,1329.0,1.0
392074,959,1095.0,0.0
370870,1500,1515.0,1.0
313354,1404,593.0,1.0
100296,683,1606.0,0.0
32439,224,1487.0,0.0
380716,1240,1546.0,1.0
311714,422,489.0,0.0
237422,159,1028.0,0.0
275188,1639,1181.0,0.0
280492,1076,986.0,0.0
163376,50,312.0,1.0
52348,979,1383.0,1.0
135837,1404,593.0,1.0
52560,942,125.0,0.0
257338,1483,561.0,0.0
376229,1325,1684.0,0.0
374554,1051,955.0,1.0
410286,196,1667.0,0.0
207044,1685,339.0,0.0
205740,342,500.0,0.0
236533,730,1482.0,1.0
272890,1509,620.0,1.0
341670,1022,252.0,1.0
130336,167,1066.0,0.0
163089,406,872.0,0.0
221408,173,788.0,0.0
3383,928,20.0,0.0
153845,195,1079.0,1.0
326551,84,1308.0,1.0
141474,373,340.0,1.0
121231,1040,1516.0,1.0
327811,1578,1249.0,0.0
64409,1233,1257.0,0.0
342987,643,346.0,0.0
379111,799,920.0,0.0
412622,858,1426.0,1.0
372382,618,105.0,1.0
359273,1340,101.0,1.0
20492,1421,105.0,0.0
167756,1078,1249.0,0.0
258188,56,1497.0,1.0
218385,191,1383.0,1.0
29330,619,145.0,1.0
139326,1567,1531.0,1.0
102750,1247,593.0,1.0
226940,969,1141.0,1.0
367664,683,1606.0,1.0
175474,926,852.0,0.0
442994,225,593.0,1.0
90564,1247,593.0,0.0
145482,1051,955.0,1.0
272527,451,945.0,1.0
276141,531,1058.0,0.0
420896,1473,859.0,1.0
207162,1179,580.0,0.0
307876,1054,520.0,0.0
221073,1186,312.0,0.0
308309,1603,520.0,0.0
252077,1613,250.0,0.0
214416,479,520.0,1.0
205111,1681,568.0,1.0
305389,1155,101.0,0.0
410620,1219,121.0,0.0
336301,769,587.0,1.0
261274,575,1257.0,1.0
411865,558,92.0,1.0
463098,35,20.0,0.0
97217,130,145.0,1.0
401322,1318,986.0,0.0
278002,959,1095.0,1.0
116508,1344,713.0,1.0
418547,532,945.0,1.0
67913,619,145.0,0.0
288195,342,500.0,0.0
265934,1513,1416.0,0.0
210516,1393,1383.0,1.0
211801,683,1606.0,1.0
147176,1574,1257.0,1.0
362266,356,92.0,0.0
96680,202,1008.0,0.0
277762,1540,897.0,1.0
336899,624,871.0,1.0
271022,1404,593.0,1.0
308296,1317,897.0,1.0
420290,1135,1329.0,0.0
292512,799,920.0,1.0
255285,1192,955.0,1.0
420066,984,827.0,0.0
2958,360,1174.0,0.0
324974,1625,1141.0,1.0
16153,1325,1684.0,0.0
66706,1277,312.0,0.0
376826,1364,933.0,1.0
50032,333,1497.0,0.0
370620,1051,955.0,0.0
40379,575,1257.0,0.0
380056,610,1239.0,0.0
381262,227,602.0,1.0
400615,342,500.0,1.0
203908,1558,323.0,0.0
127640,1248,1368.0,0.0
455860,565,500.0,0.0
292444,683,1606.0,1.0
89365,1503,580.0,1.0
330889,1113,1145.0,1.0
412956,1205,580.0,1.0
455941,633,568.0,0.0
128908,1051,955.0,1.0
61104,1384,1458.0,0.0
153095,1148,1696.0,1.0
56827,686,594.0,1.0
28333,1026,351.0,0.0
454877,1020,1329.0,1.0
231402,56,1497.0,0.0
34364,1625,1141.0,1.0
410582,1173,805.0,1.0
131294,196,1667.0,1.0
345249,1663,1398.0,1.0
251216,196,1667.0,0.0
426635,1073,580.0,1.0
445740,643,346.0,0.0
92509,929,1027.0,1.0
96069,1089,1621.0,1.0
59625,1403,440.0,1.0
37734,725,1519.0,1.0
227145,1264,1687.0,0.0
237931,1120,250.0,0.0
328978,575,1257.0,0.0
289173,316,605.0,0.0
103242,1483,561.0,1.0
68189,806,1497.0,0.0
313723,1374,1278.0,1.0
299551,633,568.0,1.0
464767,959,1095.0,0.0
160194,446,593.0,0.0
78915,356,92.0,0.0
413784,959,1095.0,1.0
337153,1613,250.0,0.0
280120,302,1458.0,1.0
346773,473,1058.0,0.0
143122,1120,250.0,0.0
454856,1674,1420.0,1.0
190122,1261,25.0,0.0
362529,84,1308.0,1.0
362693,793,1066.0,0.0
231400,1483,561.0,0.0
418390,1343,25.0,1.0
79113,1421,105.0,1.0
256067,1407,713.0,1.0
128239,862,1667.0,0.0
350678,586,1519.0,0.0
